,Unnamed: 0,GENDER,SENIORCITIZEN,PARTNER,DEPENDENTS,TENURE,PHONESERVICE,PAPERLESSBILLING,MONTHLYCHARGES,TOTALCHARGES,MONTHLY_MINUTES_OF_USE,TOTAL_MINUTES_OF_USE,MONTHLY_SMS,TOTAL_SMS,MULTIPLELINES_No,MULTIPLELINES_No phone service,MULTIPLELINES_Yes,INTERNETSERVICE_DSL,INTERNETSERVICE_Fiber optic,INTERNETSERVICE_No,ONLINESECURITY_No,ONLINESECURITY_No internet service,ONLINESECURITY_Yes,ONLINEBACKUP_No,ONLINEBACKUP_No internet service,ONLINEBACKUP_Yes,DEVICEPROTECTION_No,DEVICEPROTECTION_No internet service,DEVICEPROTECTION_Yes,TECHSUPPORT_No,TECHSUPPORT_No internet service,TECHSUPPORT_Yes,STREAMINGTV_No,STREAMINGTV_No internet service,STREAMINGTV_Yes,STREAMINGMOVIES_No,STREAMINGMOVIES_No internet service,STREAMINGMOVIES_Yes,CONTRACT_Month-to-month,CONTRACT_One year,CONTRACT_Two year,PAYMENTMETHOD_Bank transfer automatic,PAYMENTMETHOD_Credit card automatic,PAYMENTMETHOD_Electronic check,PAYMENTMETHOD_Mailed check
5835,5835.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,86.55,649.65,1731.0,32483.0,704.0,1012.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5840,5840.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,85.15,503.6,1703.0,25180.0,745.0,1651.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5843,5843.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,74.65,383.65,1493.0,19183.0,893.0,1256.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5851,5851.0,1.0,0.0,1.0,1.0,21.0,1.0,0.0,104.4,2157.95,2088.0,107898.0,156.0,309.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5852,5852.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,85.3,1219.85,1706.0,60993.0,204.0,555.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5859,5859.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,75.7,75.7,1514.0,3785.0,148.0,257.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5861,5861.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,78.1,864.85,1562.0,43243.0,269.0,1032.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5867,5867.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,97.95,384.5,1959.0,19225.0,885.0,1010.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5869,5869.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,55.3,108.65,1106.0,5433.0,553.0,961.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5870,5870.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,80.5,463.05,1610.0,23153.0,605.0,1337.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5874,5874.0,0.0,1.0,1.0,0.0,27.0,1.0,1.0,104.3,2867.75,2086.0,143388.0,598.0,943.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5876,5876.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,71.35,71.35,1427.0,3568.0,898.0,1626.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5880,5880.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,89.4,1132.35,1788.0,56618.0,544.0,1266.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5890,5890.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,20.6,20.6,412.0,1030.0,131.0,137.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5892,5892.0,1.0,0.0,0.0,0.0,19.0,1.0,1.0,99.95,1931.75,1999.0,96588.0,138.0,693.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5897,5897.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,81.0,818.05,1620.0,40903.0,477.0,513.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5901,5901.0,0.0,1.0,1.0,0.0,13.0,1.0,1.0,70.15,916.75,1403.0,45838.0,139.0,196.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5906,5906.0,1.0,1.0,1.0,0.0,15.0,1.0,1.0,96.5,1392.25,1930.0,69613.0,653.0,1336.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5910,5910.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,70.15,70.15,1403.0,3508.0,23.0,182.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5911,5911.0,1.0,1.0,1.0,0.0,16.0,1.0,1.0,91.55,1540.05,1831.0,77003.0,532.0,609.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5912,5912.0,1.0,1.0,1.0,0.0,30.0,1.0,1.0,105.7,3181.8,2114.0,159090.0,195.0,565.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5913,5913.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,70.25,229.7,1405.0,11485.0,288.0,685.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5924,5924.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,65.6,339.9,1312.0,16995.0,796.0,821.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5932,5932.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,69.65,69.65,1393.0,3483.0,997.0,1356.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5933,5933.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,89.3,89.3,1786.0,4465.0,188.0,595.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5940,5940.0,0.0,1.0,0.0,0.0,15.0,1.0,1.0,96.3,1426.75,1926.0,71338.0,595.0,834.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5945,5945.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,85.2,474.8,1704.0,23740.0,256.0,1225.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5949,5949.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,81.3,416.3,1626.0,20815.0,331.0,667.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5955,5955.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,85.95,514.6,1719.0,25730.0,443.0,998.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5958,5958.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,71.0,71.0,1420.0,3550.0,44.0,234.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5961,5961.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,85.05,746.5,1701.0,37325.0,456.0,867.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5963,5963.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,44.4,44.4,888.0,2220.0,406.0,815.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5971,5971.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,70.3,70.3,1406.0,3515.0,829.0,1121.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5972,5972.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,79.35,79.35,1587.0,3968.0,246.0,246.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5976,5976.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,90.8,809.75,1816.0,40488.0,425.0,1277.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5986,5986.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,70.4,154.8,1408.0,7740.0,833.0,975.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5988,5988.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,76.1,257.6,1522.0,12880.0,938.0,1496.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6002,6002.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,70.0,153.05,1400.0,7653.0,567.0,609.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6005,6005.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,97.35,2119.5,1947.0,105975.0,96.0,756.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6014,6014.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,69.65,69.65,1393.0,3483.0,877.0,1725.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6016,6016.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,100.6,1060.2,2012.0,53010.0,198.0,624.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6018,6018.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,86.0,86.0,1720.0,4300.0,241.0,437.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6042,6042.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,85.0,85.0,1700.0,4250.0,558.0,614.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6047,6047.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,60.9,414.1,1218.0,20705.0,201.0,274.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6059,6059.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,89.25,487.05,1785.0,24353.0,325.0,369.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6062,6062.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,78.65,483.3,1573.0,24165.0,705.0,729.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6067,6067.0,1.0,1.0,1.0,0.0,13.0,1.0,1.0,98.0,1237.85,1960.0,61893.0,837.0,1290.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6068,6068.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,94.45,498.1,1889.0,24905.0,831.0,987.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6069,6069.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,105.0,294.45,2100.0,14723.0,32.0,284.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6070,6070.0,0.0,1.0,1.0,0.0,26.0,1.0,1.0,93.85,2381.55,1877.0,119078.0,138.0,632.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6073,6073.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,84.0,613.4,1680.0,30670.0,461.0,1040.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6074,6074.0,1.0,1.0,1.0,1.0,34.0,1.0,1.0,108.9,3625.2,2178.0,181260.0,726.0,1089.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6076,6076.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,84.85,84.85,1697.0,4243.0,754.0,1334.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6091,6091.0,1.0,0.0,1.0,0.0,16.0,1.0,0.0,80.75,1321.3,1615.0,66065.0,726.0,778.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6098,6098.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,89.15,413.25,1783.0,20663.0,735.0,1225.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6103,6103.0,1.0,0.0,1.0,1.0,7.0,1.0,1.0,89.75,608.8,1795.0,30440.0,441.0,502.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6112,6112.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,79.15,827.7,1583.0,41385.0,467.0,560.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6115,6115.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,94.6,279.55,1892.0,13978.0,112.0,886.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6117,6117.0,1.0,0.0,0.0,0.0,16.0,1.0,1.0,94.25,1483.25,1885.0,74163.0,398.0,1115.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6119,6119.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,74.95,151.75,1499.0,7588.0,607.0,1326.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6123,6123.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,89.75,552.65,1795.0,27633.0,263.0,532.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6127,6127.0,1.0,0.0,1.0,0.0,6.0,1.0,1.0,82.85,460.25,1657.0,23013.0,217.0,294.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6135,6135.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,83.6,404.2,1672.0,20210.0,898.0,1609.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6138,6138.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,74.55,233.65,1491.0,11683.0,451.0,1009.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6146,6146.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,91.5,242.95,1830.0,12148.0,177.0,205.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6150,6150.0,1.0,0.0,1.0,0.0,12.0,1.0,0.0,80.85,866.45,1617.0,43323.0,54.0,656.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6151,6151.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,94.9,360.55,1898.0,18028.0,931.0,947.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6153,6153.0,1.0,1.0,0.0,0.0,25.0,1.0,1.0,88.95,2291.2,1779.0,114560.0,259.0,334.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6159,6159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,70.75,70.75,1415.0,3538.0,481.0,687.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6177,6177.0,0.0,1.0,0.0,0.0,8.0,1.0,1.0,87.1,713.6,1742.0,35680.0,371.0,544.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6182,6182.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,94.95,178.1,1899.0,8905.0,492.0,1122.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
